Accident_ID,Accident_Date,Year,Month,Province,District,Road_Type,Intersection_Type,Time_of_Day,Accident_Severity,Weather_Condition,Road_Surface,Vehicle_Type,Speed_Zone,Driver_Gender,Number_of_Vehicles,Number_of_Casualties
1381,2024-05-24,2024,5,Madhesh,Morang,Highway,Curve,Night,Serious Injury,Rain,Slippery,Jeep,70,Male,1.0,3.0
1382,2023-08-15,2023,8,Karnali,Rautahat,Highway,Straight,Morning,Damage Only,Cloudy,Wet,Car,40,Other,1.0,2.0
1383,2026-03-03,2026,3,Madhesh,Kailali,Urban,Curve,Night,Serious Injury,Cloudy,Dry,Scooter,50,Female,2.0,3.0
1384,2023-08-21,2023,8,Gandaki,Dang,Rural,Roundabout,Evening,Fatal,Clear,Wet,Scooter,40,Male,3.0,4.0
1385,2023-04-14,2023,4,Sudurpashchim,Achham,Urban,Straight,Day,Fatal,Cloudy,Slippery,Motorbike,80,Male,2.0,3.0
1386,2024-08-04,2024,8,Sudurpashchim,Gorkha,Feeder,Roundabout,Night,Fatal,Cloudy,Slippery,Bus,30,Male,1.0,8.0
1387,2025-06-27,2025,6,Koshi,Dailekh,Highway,Straight,Night,Minor Injury,Cloudy,Slippery,Microbus,70,Female,2.0,22.0
1388,2024-06-24,2024,6,Gandaki,Lamjung,Rural,Roundabout,Night,Serious Injury,Rain,Wet,Motorbike,30,Female,3.0,1.0
1389,2025-02-03,2025,2,Karnali,Dang,Rural,Curve,Evening,Minor Injury,Rain,Slippery,Bus,50,Other,2.0,12.0
1390,2023-02-17,2023,2,Koshi,Achham,Highway,Straight,Evening,Serious Injury,Rain,Slippery,Scooter,40,Male,3.0,4.0
1391,2025-03-25,2025,3,Sudurpashchim,Gorkha,Feeder,Junction,Night,Fatal,Rain,Wet,Car,30,Male,1.0,1.0
1392,2025-10-02,2025,10,Koshi,Jhapa,Rural,Junction,Night,Serious Injury,Rain,Wet,Car,60,Male,2.0,5.0
1393,2024-09-10,2024,9,Koshi,Gorkha,Feeder,Roundabout,Night,Serious Injury,Rain,Wet,Bus,40,Female,1.0,6.0
1394,2023-03-25,2023,3,Gandaki,Kalikot,Rural,Junction,Evening,Fatal,Clear,Dry,Truck,40,Other,2.0,3.0
1395,2023-09-22,2023,9,Bagmati,Kailali,Urban,Junction,Night,Damage Only,Rain,Slippery,Scooter,80,Female,3.0,4.0
1396,2026-02-08,2026,2,Sudurpashchim,Rautahat,Rural,Curve,Morning,Minor Injury,Rain,Slippery,Microbus,50,Other,2.0,20.0
1397,2023-06-22,2023,6,Sudurpashchim,Jhapa,Urban,Curve,Night,Serious Injury,Rain,Wet,Car,80,Other,3.0,1.0
1398,2023-09-07,2023,9,Bagmati,Kaski,Rural,Roundabout,Evening,Damage Only,Clear,Wet,Scooter,100,Other,3.0,3.0
1399,2024-08-01,2024,8,Koshi,Kaski,Highway,Roundabout,Morning,Damage Only,Rain,Wet,Truck,40,Male,2.0,2.0
1400,2025-02-19,2025,2,Karnali,Kanchanpur,Urban,Roundabout,Night,Serious Injury,Clear,Slippery,Scooter,60,Other,2.0,3.0
1401,2025-04-02,2025,4,Madhesh,Jumla,Urban,Curve,Night,Minor Injury,Rain,Wet,Motorbike,50,Other,3.0,2.0
1402,2024-09-08,2024,9,Bagmati,Gorkha,Highway,Curve,Night,Damage Only,Rain,Wet,Scooter,30,Male,1.0,1.0
1403,2025-09-09,2025,9,Karnali,Morang,Urban,Straight,Night,Fatal,Cloudy,Slippery,Truck,30,Male,2.0,1.0
1404,2024-02-15,2024,2,Madhesh,Kailali,Rural,Curve,Day,Serious Injury,Rain,Wet,Jeep,60,Other,1.0,2.0
1405,2025-04-19,2025,4,Karnali,Jhapa,Highway,Roundabout,Night,Serious Injury,Rain,Wet,Microbus,50,Other,2.0,18.0
1406,2025-04-06,2025,4,Bagmati,Kanchanpur,Feeder,Curve,Day,Fatal,Rain,Slippery,Microbus,40,Male,1.0,16.0
1407,2025-11-05,2025,11,Madhesh,Lalitpur,Urban,Junction,Morning,Minor Injury,Rain,Wet,Microbus,50,Male,2.0,20.0
1408,2023-08-10,2023,8,Sudurpashchim,Kaski,Highway,Junction,Night,Damage Only,Rain,Slippery,Motorbike,40,Male,3.0,4.0
1409,2025-03-09,2025,3,Lumbini,Bara,Feeder,Curve,Night,Serious Injury,Fog,Wet,Jeep,80,Male,1.0,5.0
1410,2023-04-01,2023,4,Lumbini,Dang,Rural,Straight,Evening,Serious Injury,Cloudy,Wet,Microbus,100,Male,2.0,19.0
1411,2024-04-02,2024,4,Madhesh,Surkhet,Urban,Straight,Night,Damage Only,Rain,Wet,Microbus,100,Other,1.0,10.0
1412,2024-06-23,2024,6,Bagmati,Morang,Highway,Curve,Night,Serious Injury,Rain,Wet,Bus,30,Female,1.0,6.0
1413,2026-03-02,2026,3,Koshi,Ilam,Highway,Straight,Night,Damage Only,Fog,Wet,Bus,100,Other,2.0,11.0
1414,2024-07-31,2024,7,Koshi,Kapilvastu,Feeder,Junction,Morning,Damage Only,Rain,Wet,Jeep,60,Female,2.0,4.0
1415,2023-07-02,2023,7,Karnali,Gorkha,Urban,Roundabout,Night,Minor Injury,Fog,Wet,Bus,40,Male,2.0,12.0
1416,2023-05-17,2023,5,Lumbini,Dailekh,Feeder,Curve,Morning,Fatal,Rain,Dry,Microbus,100,Other,1.0,11.0
1417,2023-10-08,2023,10,Sudurpashchim,Chitwan,Highway,Roundabout,Night,Minor Injury,Clear,Wet,Scooter,100,Other,1.0,1.0
1418,2026-03-13,2026,3,Gandaki,Chitwan,Urban,Straight,Evening,Damage Only,Cloudy,Wet,Motorbike,30,Other,2.0,1.0
1419,2025-10-23,2025,10,Madhesh,Rupandehi,Rural,Roundabout,Morning,Fatal,Rain,Wet,Jeep,30,Female,1.0,2.0
1420,2024-08-14,2024,8,Gandaki,Dailekh,Rural,Curve,Night,Minor Injury,Rain,Slippery,Truck,80,Other,1.0,1.0
1421,2023-12-06,2023,12,Lumbini,Ilam,Feeder,Straight,Day,Damage Only,Cloudy,Slippery,Car,40,Female,1.0,2.0
1422,2026-02-22,2026,2,Koshi,Kaski,Feeder,Junction,Night,Damage Only,Rain,Wet,Car,80,Male,2.0,3.0
1423,2024-01-28,2024,1,Karnali,Dang,Feeder,Junction,Evening,Minor Injury,Rain,Slippery,Motorbike,80,Male,1.0,2.0
1424,2024-02-16,2024,2,Koshi,Lamjung,Urban,Junction,Evening,Serious Injury,Rain,Wet,Motorbike,40,Other,1.0,4.0
1425,2026-01-27,2026,1,Koshi,Dang,Feeder,Junction,Night,Fatal,Rain,Dry,Car,100,Male,1.0,3.0
1426,2026-02-28,2026,2,Sudurpashchim,Kathmandu,Feeder,Straight,Night,Serious Injury,Rain,Wet,Truck,50,Female,1.0,1.0
1427,2025-08-11,2025,8,Karnali,Dang,Feeder,Junction,Night,Fatal,Rain,Dry,Car,100,Male,1.0,5.0
1428,2024-03-24,2024,3,Madhesh,Dailekh,Urban,Straight,Night,Fatal,Clear,Slippery,Scooter,100,Male,2.0,1.0
1429,2023-03-27,2023,3,Bagmati,Kalikot,Urban,Junction,Morning,Minor Injury,Rain,Dry,Scooter,100,Male,3.0,3.0
1430,2025-02-08,2025,2,Gandaki,Sarlahi,Highway,Curve,Night,Fatal,Cloudy,Slippery,Bus,70,Other,1.0,21.0
1431,2025-08-22,2025,8,Karnali,Kanchanpur,Rural,Junction,Evening,Serious Injury,Rain,Slippery,Truck,70,Female,2.0,3.0
1432,2024-04-12,2024,4,Bagmati,Rupandehi,Feeder,Junction,Morning,Serious Injury,Cloudy,Wet,Truck,50,Female,2.0,3.0
1433,2023-12-01,2023,12,Bagmati,Morang,Feeder,Junction,Evening,Fatal,Rain,Wet,Microbus,70,Male,2.0,10.0
1434,2026-03-07,2026,3,Madhesh,Rautahat,Highway,Curve,Evening,Minor Injury,Cloudy,Wet,Motorbike,40,Female,3.0,2.0
1435,2025-09-06,2025,9,Sudurpashchim,Tanahun,Highway,Curve,Day,Damage Only,Cloudy,Wet,Motorbike,60,Other,1.0,2.0
1436,2023-04-11,2023,4,Bagmati,Chitwan,Highway,Straight,Day,Serious Injury,Rain,Slippery,Motorbike,30,Male,3.0,1.0
1437,2024-01-18,2024,1,Sudurpashchim,Tanahun,Feeder,Curve,Night,Serious Injury,Cloudy,Wet,Scooter,70,Female,2.0,4.0
1438,2025-07-01,2025,7,Bagmati,Surkhet,Highway,Junction,Evening,Fatal,Rain,Wet,Truck,40,Male,1.0,2.0
1439,2023-02-28,2023,2,Gandaki,Dang,Urban,Junction,Night,Fatal,Rain,Wet,Scooter,40,Other,1.0,4.0
1440,2023-12-14,2023,12,Bagmati,Sunsari,Urban,Junction,Night,Damage Only,Clear,Wet,Jeep,50,Female,2.0,1.0
1441,2024-05-22,2024,5,Koshi,Jumla,Feeder,Straight,Night,Damage Only,Cloudy,Wet,Car,50,Other,2.0,1.0
1442,2023-04-28,2023,4,Koshi,Bara,Urban,Roundabout,Night,Minor Injury,Rain,Slippery,Jeep,50,Male,3.0,1.0
1443,2025-04-11,2025,4,Bagmati,Rupandehi,Rural,Straight,Evening,Minor Injury,Clear,Wet,Microbus,30,Other,2.0,19.0
1444,2024-02-21,2024,2,Sudurpashchim,Lalitpur,Highway,Roundabout,Night,Minor Injury,Cloudy,Slippery,Bus,70,Female,1.0,6.0
1445,2026-01-27,2026,1,Lumbini,Jumla,Urban,Roundabout,Evening,Fatal,Rain,Wet,Car,30,Male,1.0,2.0
1446,2025-11-08,2025,11,Lumbini,Jumla,Highway,Curve,Day,Damage Only,Clear,Slippery,Microbus,60,Female,2.0,14.0
1447,2024-08-05,2024,8,Sudurpashchim,Dang,Urban,Junction,Night,Damage Only,Rain,Wet,Motorbike,100,Male,2.0,2.0
1448,2026-02-07,2026,2,Koshi,Jumla,Urban,Straight,Night,Serious Injury,Cloudy,Wet,Bus,30,Male,2.0,18.0
1449,2023-05-14,2023,5,Madhesh,Parsa,Feeder,Junction,Morning,Damage Only,Cloudy,Wet,Truck,80,Male,1.0,1.0
1450,2025-08-27,2025,8,Gandaki,Bhaktapur,Urban,Curve,Evening,Minor Injury,Cloudy,Wet,Bus,80,Male,1.0,14.0
1451,2026-03-18,2026,3,Sudurpashchim,Morang,Rural,Straight,Night,Fatal,Rain,Wet,Jeep,80,Other,1.0,3.0
1452,2025-11-04,2025,11,Madhesh,Kanchanpur,Rural,Junction,Night,Damage Only,Rain,Wet,Jeep,50,Male,3.0,4.0
1453,2023-01-04,2023,1,Madhesh,Jhapa,Feeder,Curve,Night,Serious Injury,Clear,Wet,Microbus,80,Female,1.0,18.0
1454,2024-05-13,2024,5,Karnali,Sarlahi,Rural,Junction,Night,Serious Injury,Rain,Slippery,Motorbike,80,Male,1.0,2.0
1455,2024-11-08,2024,11,Bagmati,Gorkha,Urban,Curve,Evening,Minor Injury,Clear,Wet,Car,40,Male,3.0,4.0
1456,2026-02-17,2026,2,Bagmati,Dang,Urban,Roundabout,Evening,Fatal,Cloudy,Wet,Jeep,70,Other,3.0,5.0
1457,2024-07-05,2024,7,Bagmati,Bara,Feeder,Roundabout,Evening,Damage Only,Rain,Wet,Bus,80,Female,2.0,17.0
1458,2024-02-03,2024,2,Lumbini,Kathmandu,Highway,Curve,Night,Fatal,Clear,Wet,Motorbike,80,Female,1.0,4.0
1459,2026-02-13,2026,2,Karnali,Dang,Highway,Curve,Night,Fatal,Clear,Wet,Motorbike,100,Male,1.0,4.0
1460,2025-01-03,2025,1,Gandaki,Jhapa,Feeder,Curve,Night,Damage Only,Rain,Wet,Jeep,60,Female,3.0,2.0
1461,2025-11-07,2025,11,Koshi,Gorkha,Rural,Straight,Night,Serious Injury,Rain,Wet,Microbus,100,Other,1.0,7.0
1462,2026-01-19,2026,1,Gandaki,Kapilvastu,Highway,Curve,Night,Damage Only,Clear,Wet,Microbus,100,Male,2.0,14.0
1463,2025-07-16,2025,7,Bagmati,Jumla,Rural,Roundabout,Day,Serious Injury,Rain,Dry,Scooter,60,Female,3.0,4.0
1464,2024-04-07,2024,4,Madhesh,Bhaktapur,Urban,Straight,Evening,Minor Injury,Clear,Wet,Truck,50,Male,1.0,2.0
1465,2024-02-06,2024,2,Koshi,Ilam,Urban,Curve,Morning,Serious Injury,Cloudy,Slippery,Jeep,50,Other,3.0,5.0
1466,2025-04-21,2025,4,Gandaki,Bhaktapur,Highway,Straight,Night,Fatal,Rain,Slippery,Microbus,40,Female,2.0,20.0
1467,2024-01-25,2024,1,Lumbini,Kapilvastu,Urban,Curve,Night,Fatal,Clear,Wet,Microbus,40,Male,1.0,25.0
1468,2024-10-02,2024,10,Bagmati,Lamjung,Feeder,Roundabout,Morning,Minor Injury,Rain,Wet,Motorbike,100,Female,1.0,1.0
1469,2024-12-24,2024,12,Karnali,Tanahun,Highway,Roundabout,Evening,Fatal,Rain,Wet,Motorbike,70,Male,3.0,2.0
1470,2025-09-29,2025,9,Gandaki,Dailekh,Feeder,Straight,Night,Fatal,Cloudy,Slippery,Motorbike,70,Male,2.0,4.0
1471,2025-06-29,2025,6,Madhesh,Ilam,Highway,Roundabout,Night,Minor Injury,Rain,Wet,Microbus,40,Male,2.0,12.0
1472,2024-12-29,2024,12,Lumbini,Kathmandu,Highway,Roundabout,Night,Minor Injury,Rain,Slippery,Car,30,Other,2.0,1.0
1473,2025-10-16,2025,10,Gandaki,Ilam,Highway,Roundabout,Evening,Fatal,Rain,Wet,Scooter,80,Other,3.0,1.0
1474,2024-08-24,2024,8,Koshi,Kalikot,Feeder,Straight,Evening,Serious Injury,Rain,Dry,Car,80,Male,1.0,1.0
1475,2025-05-31,2025,5,Lumbini,Bara,Highway,Curve,Night,Damage Only,Clear,Wet,Microbus,30,Female,1.0,17.0
1476,2025-09-08,2025,9,Gandaki,Dailekh,Urban,Junction,Night,Damage Only,Rain,Slippery,Bus,40,Male,1.0,6.0
1477,2026-02-27,2026,2,Madhesh,Rupandehi,Rural,Straight,Night,Minor Injury,Rain,Wet,Microbus,80,Female,2.0,25.0
1478,2026-02-28,2026,2,Sudurpashchim,Morang,Rural,Straight,Night,Damage Only,Cloudy,Dry,Truck,80,Female,2.0,2.0
1479,2025-06-01,2025,6,Gandaki,Bara,Highway,Straight,Day,Fatal,Cloudy,Dry,Motorbike,60,Other,3.0,2.0
1480,2024-03-12,2024,3,Karnali,Lamjung,Rural,Junction,Night,Serious Injury,Rain,Wet,Motorbike,70,Other,1.0,1.0
1481,2026-01-23,2026,1,Madhesh,Rupandehi,Highway,Curve,Night,Damage Only,Clear,Slippery,Scooter,100,Male,1.0,4.0
1482,2024-07-31,2024,7,Koshi,Surkhet,Rural,Junction,Evening,Minor Injury,Fog,Wet,Motorbike,80,Female,2.0,1.0
1483,2025-02-23,2025,2,Lumbini,Surkhet,Rural,Curve,Night,Serious Injury,Rain,Slippery,Car,40,Female,2.0,3.0
1484,2024-12-22,2024,12,Bagmati,Jumla,Highway,Curve,Night,Minor Injury,Cloudy,Slippery,Truck,80,Male,1.0,2.0
1485,2024-10-27,2024,10,Sudurpashchim,Rupandehi,Highway,Roundabout,Day,Fatal,Cloudy,Wet,Jeep,50,Other,1.0,3.0
1486,2024-09-30,2024,9,Gandaki,Sunsari,Urban,Straight,Evening,Damage Only,Rain,Wet,Motorbike,50,Male,3.0,4.0
1487,2025-09-21,2025,9,Sudurpashchim,Sunsari,Rural,Curve,Night,Minor Injury,Cloudy,Wet,Motorbike,60,Male,2.0,3.0
1488,2025-12-13,2025,12,Bagmati,Dang,Highway,Junction,Day,Serious Injury,Rain,Wet,Bus,60,Female,2.0,8.0
1489,2024-11-29,2024,11,Koshi,Bara,Feeder,Curve,Night,Serious Injury,Rain,Dry,Truck,70,Other,2.0,3.0
1490,2023-08-09,2023,8,Lumbini,Ilam,Rural,Roundabout,Night,Serious Injury,Rain,Dry,Motorbike,40,Male,2.0,4.0
1491,2023-02-18,2023,2,Gandaki,Jumla,Feeder,Curve,Night,Minor Injury,Rain,Slippery,Motorbike,50,Female,1.0,4.0
1492,2025-12-13,2025,12,Bagmati,Rupandehi,Highway,Curve,Night,Serious Injury,Rain,Wet,Bus,50,Female,2.0,11.0
1493,2025-05-15,2025,5,Sudurpashchim,Jhapa,Feeder,Straight,Morning,Damage Only,Rain,Wet,Jeep,50,Other,2.0,1.0
1494,2025-02-08,2025,2,Karnali,Chitwan,Highway,Straight,Night,Damage Only,Cloudy,Dry,Jeep,100,Female,1.0,1.0
1495,2025-12-05,2025,12,Bagmati,Tanahun,Highway,Curve,Evening,Serious Injury,Cloudy,Slippery,Scooter,80,Other,2.0,4.0
1496,2026-02-01,2026,2,Sudurpashchim,Bara,Rural,Straight,Morning,Minor Injury,Rain,Dry,Scooter,50,Female,1.0,3.0
1497,2024-05-30,2024,5,Lumbini,Rupandehi,Rural,Roundabout,Night,Fatal,Fog,Slippery,Truck,80,Female,1.0,3.0
1498,2024-12-20,2024,12,Bagmati,Achham,Rural,Curve,Night,Fatal,Cloudy,Wet,Bus,80,Male,1.0,11.0
1499,2024-12-28,2024,12,Bagmati,Rautahat,Urban,Roundabout,Night,Serious Injury,Cloudy,Slippery,Jeep,100,Female,1.0,4.0
1500,2023-11-23,2023,11,Lumbini,Kailali,Highway,Curve,Morning,Fatal,Rain,Wet,Bus,40,Other,2.0,14.0
1501,2025-07-02,2025,7,Madhesh,Bhaktapur,Urban,Curve,Morning,Serious Injury,Rain,Slippery,Truck,40,Female,1.0,1.0
1502,2025-04-20,2025,4,Bagmati,Parsa,Urban,Roundabout,Night,Minor Injury,Clear,Wet,Truck,40,Female,1.0,1.0
1503,2023-01-26,2023,1,Sudurpashchim,Jumla,Highway,Junction,Night,Fatal,Rain,Wet,Microbus,50,Other,1.0,20.0
1504,2024-12-01,2024,12,Madhesh,Morang,Rural,Curve,Night,Serious Injury,Rain,Wet,Microbus,60,Female,1.0,24.0
1505,2024-04-15,2024,4,Lumbini,Tanahun,Highway,Curve,Morning,Serious Injury,Clear,Slippery,Jeep,60,Female,2.0,2.0
1506,2025-02-05,2025,2,Koshi,Kathmandu,Urban,Straight,Night,Minor Injury,Rain,Wet,Motorbike,40,Female,3.0,1.0
1507,2023-07-07,2023,7,Koshi,Morang,Feeder,Straight,Night,Fatal,Rain,Dry,Truck,40,Other,2.0,2.0
1508,2026-03-02,2026,3,Madhesh,Parsa,Rural,Straight,Night,Serious Injury,Rain,Dry,Truck,50,Female,2.0,3.0
1509,2025-05-13,2025,5,Madhesh,Rupandehi,Urban,Roundabout,Evening,Damage Only,Cloudy,Dry,Bus,40,Male,2.0,18.0
1510,2024-10-12,2024,10,Koshi,Gorkha,Highway,Straight,Night,Serious Injury,Cloudy,Wet,Motorbike,80,Male,1.0,4.0
1511,2023-05-23,2023,5,Sudurpashchim,Gorkha,Feeder,Straight,Night,Fatal,Rain,Slippery,Scooter,80,Male,1.0,4.0
1512,2024-08-11,2024,8,Lumbini,Banke,Feeder,Junction,Evening,Minor Injury,Cloudy,Wet,Microbus,100,Other,1.0,17.0
1513,2025-12-17,2025,12,Gandaki,Rupandehi,Rural,Curve,Evening,Serious Injury,Rain,Dry,Bus,30,Female,1.0,8.0
1514,2025-04-05,2025,4,Gandaki,Rautahat,Urban,Junction,Night,Serious Injury,Rain,Slippery,Car,60,Female,1.0,1.0
1515,2026-03-28,2026,3,Madhesh,Doti,Highway,Straight,Night,Serious Injury,Rain,Wet,Motorbike,70,Male,2.0,4.0
1516,2024-05-18,2024,5,Sudurpashchim,Achham,Rural,Curve,Night,Serious Injury,Cloudy,Slippery,Car,70,Other,1.0,5.0
1517,2024-02-12,2024,2,Karnali,Sarlahi,Feeder,Curve,Night,Minor Injury,Cloudy,Dry,Scooter,60,Female,1.0,4.0
1518,2026-03-11,2026,3,Sudurpashchim,Rupandehi,Rural,Straight,Night,Damage Only,Rain,Wet,Microbus,80,Other,2.0,8.0
1519,2023-08-31,2023,8,Karnali,Kapilvastu,Feeder,Roundabout,Night,Damage Only,Rain,Slippery,Truck,70,Female,1.0,3.0
1520,2025-08-25,2025,8,Gandaki,Sarlahi,Rural,Junction,Night,Serious Injury,Rain,Slippery,Car,50,Other,2.0,4.0
1521,2025-12-29,2025,12,Koshi,Jhapa,Urban,Roundabout,Night,Damage Only,Fog,Dry,Jeep,100,Female,3.0,5.0
1522,2023-08-16,2023,8,Sudurpashchim,Rautahat,Highway,Roundabout,Evening,Minor Injury,Rain,Wet,Scooter,60,Male,3.0,1.0
1523,2026-01-19,2026,1,Gandaki,Doti,Highway,Curve,Night,Damage Only,Fog,Wet,Truck,100,Female,1.0,2.0
1524,2024-01-10,2024,1,Karnali,Parsa,Feeder,Curve,Morning,Serious Injury,Fog,Dry,Scooter,100,Male,3.0,2.0
1525,2024-10-30,2024,10,Koshi,Ilam,Urban,Curve,Night,Minor Injury,Cloudy,Wet,Jeep,40,Other,2.0,2.0
1526,2025-05-18,2025,5,Madhesh,Ilam,Feeder,Roundabout,Evening,Damage Only,Rain,Dry,Jeep,80,Other,2.0,4.0
1527,2023-07-19,2023,7,Bagmati,Jhapa,Rural,Junction,Night,Fatal,Rain,Dry,Jeep,60,Female,3.0,1.0
1528,2023-08-30,2023,8,Sudurpashchim,Doti,Feeder,Junction,Night,Damage Only,Rain,Slippery,Car,40,Female,1.0,5.0
1529,2024-04-02,2024,4,Gandaki,Kailali,Feeder,Straight,Night,Serious Injury,Fog,Wet,Jeep,70,Other,2.0,3.0
1530,2024-11-20,2024,11,Bagmati,Tanahun,Highway,Curve,Night,Minor Injury,Fog,Wet,Car,30,Male,3.0,4.0
1531,2025-06-15,2025,6,Karnali,Morang,Feeder,Curve,Evening,Damage Only,Rain,Wet,Motorbike,80,Female,2.0,2.0
1532,2025-08-19,2025,8,Lumbini,Kalikot,Feeder,Straight,Night,Fatal,Clear,Dry,Car,40,Male,3.0,3.0
1533,2026-03-11,2026,3,Karnali,Morang,Feeder,Curve,Morning,Damage Only,Rain,Wet,Truck,60,Male,1.0,1.0
1534,2026-02-04,2026,2,Bagmati,Kalikot,Rural,Curve,Morning,Fatal,Rain,Dry,Car,40,Other,1.0,5.0
1535,2023-09-13,2023,9,Koshi,Kathmandu,Rural,Straight,Evening,Minor Injury,Rain,Wet,Scooter,100,Female,1.0,4.0
1536,2024-04-30,2024,4,Gandaki,Parsa,Feeder,Junction,Night,Serious Injury,Rain,Wet,Jeep,60,Female,1.0,1.0
1537,2025-04-03,2025,4,Koshi,Gorkha,Urban,Roundabout,Night,Serious Injury,Rain,Wet,Car,70,Other,1.0,3.0
1538,2024-04-26,2024,4,Madhesh,Sarlahi,Rural,Straight,Night,Minor Injury,Rain,Slippery,Jeep,80,Female,1.0,4.0
1539,2024-09-11,2024,9,Gandaki,Dailekh,Rural,Junction,Day,Fatal,Clear,Wet,Car,100,Female,1.0,3.0
1540,2025-05-11,2025,5,Bagmati,Kaski,Urban,Straight,Morning,Fatal,Rain,Slippery,Motorbike,70,Other,1.0,1.0
1541,2023-12-26,2023,12,Karnali,Kathmandu,Rural,Junction,Evening,Damage Only,Rain,Dry,Car,30,Other,3.0,1.0
1542,2025-04-23,2025,4,Lumbini,Kathmandu,Urban,Curve,Night,Damage Only,Rain,Wet,Jeep,30,Female,3.0,4.0
1543,2025-10-02,2025,10,Madhesh,Tanahun,Urban,Roundabout,Night,Serious Injury,Cloudy,Slippery,Bus,50,Other,2.0,8.0
1544,2023-01-12,2023,1,Gandaki,Kapilvastu,Urban,Roundabout,Morning,Serious Injury,Rain,Dry,Bus,40,Other,1.0,9.0
1545,2023-02-22,2023,2,Karnali,Dailekh,Highway,Roundabout,Night,Fatal,Rain,Wet,Car,80,Other,1.0,4.0
1546,2024-03-20,2024,3,Sudurpashchim,Parsa,Highway,Junction,Day,Fatal,Rain,Wet,Car,50,Other,3.0,2.0
1547,2026-02-07,2026,2,Lumbini,Lalitpur,Feeder,Roundabout,Evening,Fatal,Rain,Wet,Motorbike,80,Other,2.0,3.0
1548,2024-10-07,2024,10,Madhesh,Lalitpur,Rural,Straight,Day,Damage Only,Cloudy,Wet,Bus,30,Other,1.0,12.0
1549,2024-11-05,2024,11,Karnali,Doti,Feeder,Straight,Night,Damage Only,Cloudy,Wet,Bus,40,Other,2.0,15.0
1550,2023-10-23,2023,10,Bagmati,Lalitpur,Feeder,Junction,Day,Damage Only,Rain,Wet,Car,60,Other,3.0,4.0
1551,2026-03-04,2026,3,Karnali,Rupandehi,Highway,Junction,Day,Damage Only,Rain,Wet,Jeep,30,Female,1.0,3.0
1552,2026-01-03,2026,1,Bagmati,Lalitpur,Highway,Curve,Day,Serious Injury,Fog,Slippery,Bus,70,Other,2.0,12.0
1553,2024-04-23,2024,4,Sudurpashchim,Gorkha,Feeder,Junction,Night,Fatal,Rain,Wet,Motorbike,80,Female,3.0,4.0
1554,2025-01-16,2025,1,Lumbini,Bhaktapur,Rural,Roundabout,Night,Damage Only,Rain,Dry,Scooter,60,Male,3.0,1.0
1555,2023-06-13,2023,6,Gandaki,Dailekh,Highway,Junction,Night,Fatal,Rain,Slippery,Car,60,Male,1.0,2.0
1556,2026-01-31,2026,1,Gandaki,Kathmandu,Highway,Junction,Night,Serious Injury,Cloudy,Dry,Scooter,80,Female,3.0,3.0
1557,2023-10-27,2023,10,Lumbini,Jumla,Highway,Straight,Night,Minor Injury,Rain,Slippery,Car,30,Male,2.0,1.0
1558,2024-06-20,2024,6,Koshi,Doti,Highway,Curve,Night,Damage Only,Rain,Wet,Bus,70,Male,2.0,16.0
1559,2023-04-19,2023,4,Koshi,Rautahat,Highway,Straight,Night,Serious Injury,Fog,Wet,Truck,70,Other,2.0,2.0
1560,2025-04-15,2025,4,Lumbini,Bhaktapur,Feeder,Curve,Night,Damage Only,Rain,Dry,Motorbike,100,Female,1.0,2.0
1561,2025-09-24,2025,9,Karnali,Dang,Rural,Straight,Night,Fatal,Cloudy,Dry,Motorbike,60,Other,2.0,3.0
1562,2024-03-14,2024,3,Karnali,Jumla,Feeder,Curve,Night,Fatal,Rain,Wet,Motorbike,80,Other,1.0,4.0
1563,2023-08-05,2023,8,Gandaki,Jumla,Highway,Junction,Night,Minor Injury,Cloudy,Slippery,Car,50,Male,3.0,4.0
1564,2024-10-05,2024,10,Koshi,Chitwan,Rural,Straight,Night,Serious Injury,Rain,Slippery,Bus,60,Female,1.0,19.0
1565,2026-01-13,2026,1,Sudurpashchim,Achham,Feeder,Roundabout,Night,Damage Only,Fog,Slippery,Microbus,70,Female,2.0,9.0
1566,2025-10-27,2025,10,Koshi,Dang,Urban,Junction,Morning,Serious Injury,Clear,Wet,Motorbike,100,Male,2.0,2.0
1567,2024-10-13,2024,10,Lumbini,Lalitpur,Rural,Roundabout,Night,Serious Injury,Rain,Wet,Scooter,30,Male,1.0,1.0
1568,2023-08-10,2023,8,Karnali,Bara,Feeder,Straight,Night,Damage Only,Fog,Wet,Truck,40,Male,1.0,2.0
1569,2024-10-27,2024,10,Madhesh,Achham,Urban,Roundabout,Night,Serious Injury,Cloudy,Dry,Car,70,Male,1.0,3.0
1570,2025-06-26,2025,6,Gandaki,Kalikot,Urban,Straight,Night,Damage Only,Rain,Wet,Bus,60,Female,1.0,17.0
1571,2023-02-19,2023,2,Karnali,Lalitpur,Rural,Straight,Evening,Minor Injury,Cloudy,Wet,Car,30,Male,3.0,3.0
1572,2024-02-21,2024,2,Bagmati,Bara,Rural,Straight,Night,Damage Only,Rain,Slippery,Truck,100,Female,1.0,2.0
1573,2024-03-25,2024,3,Koshi,Achham,Highway,Roundabout,Night,Fatal,Rain,Slippery,Jeep,30,Other,1.0,5.0
1574,2023-07-06,2023,7,Lumbini,Banke,Urban,Curve,Day,Damage Only,Rain,Wet,Jeep,70,Other,1.0,3.0
